cheese,milk,country,family,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
Le Double Joie,"cow, goat",Canada,Brie,"soft, soft-ripened",High,"buttery, creamy, runny",bloomy,cream,"buttery, creamy",mushroom,FALSE,FALSE
Alpine Gold,cow,Canada,Brie,"semi-soft, brined",High,supple,washed,cream,"floral, grassy, savory","earthy, floral, rich",FALSE,FALSE
Pierce Pt,cow,United States,Brie,"soft, artisan",High,soft,bloomy,pale yellow,"savory, tangy","floral, herbal",TRUE,FALSE
La Sauvagine,cow,Canada,Brie,soft,High,"buttery, creamy, runny, supple",washed,ivory,"buttery, creamy",mushroom,TRUE,FALSE
Medallion,cow,United States,Brie,"soft, artisan",High,"creamy, smooth",bloomy,pale yellow,"mushroomy, sweet",rich,TRUE,FALSE
Caprice des Dieux,cow,France,Brie,"soft, soft-ripened",High,"creamy, smooth",bloomy,white,"buttery, nutty, smooth",fresh,TRUE,FALSE
Melange,"cow, goat",United States,Brie,"soft, soft-ripened",High,"firm, soft-ripened",bloomy,cream,"piquant, spicy, sweet, tart",goaty,FALSE,FALSE
Accasciato,"buffalo, cow",Italy,Brie,semi-hard,High,firm,natural,pale yellow,sweet,"aromatic, fresh",FALSE,FALSE
Moses Sleeper,cow,United States,Brie,"semi-soft, artisan",High,"soft, soft-ripened",bloomy,white,"buttery, creamy, nutty","milky, mushroom",TRUE,FALSE
Brise du Matin,cow,Canada,Brie,"soft, soft-ripened",High,"buttery, creamy, runny, soft, soft-ripened",bloomy,cream,"buttery, mushroomy, nutty, pronounced",fresh,FALSE,FALSE
Perlagrigia Sotto Cenere,cow,Italy,Brie,soft,High,compact,ash coated,pale yellow,"sharp, spicy","aromatic, smokey",FALSE,FALSE
Brie,cow,France,Brie,"soft, artisan",High,"buttery, soft-ripened",bloomy,cream,mild,"buttery, mild",FALSE,FALSE
Sharpham,cow,"England, United Kingdom",Brie,"soft, artisan",High,"creamy, smooth",mold ripened,white,buttery,fresh,TRUE,FALSE
Amsterdammer (British Columbia),cow,Canada,Brie,"semi-soft, firm",High,"buttery, creamy",natural,pale yellow,"buttery, creamy","aromatic, buttery",FALSE,FALSE
Le Double Joie,"cow, goat",Canada,Brie,"soft, soft-ripened",High,"buttery, creamy, runny",bloomy,cream,"buttery, creamy",mushroom,TRUE,FALSE
Pont l'Eveque,cow,France,Brie,soft,High,creamy,washed,pale yellow,"creamy, full-flavored",strong,FALSE,FALSE
Brise du Matin,cow,Canada,Brie,"soft, soft-ripened",High,"buttery, creamy, runny, soft, soft-ripened",bloomy,cream,"buttery, mushroomy, nutty, pronounced",fresh,FALSE,FALSE
Mt Tam,cow,United States,Brie,soft,High,"creamy, firm",bloomy,pale yellow,"buttery, earthy","grassy, mushroom, rich",TRUE,FALSE
President Brie,cow,France,Brie,"soft, artisan, soft-ripened",High,"buttery, creamy, runny, spreadable",bloomy,pale yellow,"buttery, creamy, subtle",rich,FALSE,FALSE
Pérail de Brebis,sheep,France,Brie,"soft, artisan",High,"creamy, smooth",washed,pale yellow,"full-flavored, strong",goaty,FALSE,FALSE
Buxton Blue,cow,"England, United Kingdom",Brie,"soft, artisan, blue-veined",High,crumbly,natural,yellow,tangy,goaty,TRUE,FALSE
Milawa Brie,cow,Australia,Brie,"soft, soft-ripened",High,creamy,mold ripened,pale yellow,"buttery, milky",fresh,TRUE,FALSE
Sharpham Elmhirst,cow,"England, Great Britain, United Kingdom",Brie,"soft, artisan, soft-ripened",High,"creamy, smooth, soft, soft-ripened, spreadable",bloomy,white,"creamy, full-flavored, milky, smooth","fresh, mild, milky, rich",TRUE,FALSE
Pérail de Brebis,sheep,France,Brie,"soft, artisan",High,"creamy, smooth",natural,pale yellow,"full-flavored, strong",goaty,FALSE,FALSE
Pecorino Erica,sheep,Italy,Pecorino,"semi-soft, artisan",Medium,"compact, smooth",natural,white,"milky, subtle, sweet","aromatic, floral, strong",FALSE,FALSE
Canarejal,sheep,Spain,Pecorino,soft,Medium,"gooey, runny, smooth",rindless,pale yellow,"creamy, spicy","aromatic, nutty",FALSE,FALSE
Primo Fresco,sheep,United States,Pecorino,"fresh soft, artisan",Medium,"creamy, fluffy, spreadable",natural,white,"salty, savory, subtle, tangy","fresh, mild",TRUE,FALSE
Pecorino Nel Granaio,sheep,Italy,Pecorino,"semi-soft, artisan",High,"creamy, crumbly, smooth, soft",natural,pale yellow,creamy,"rich, strong",FALSE,FALSE
Classico Riserva,sheep,Italy,Pecorino,"hard, artisan",Medium,"chalky, compact, crumbly",natural,straw,full-flavored,"aromatic, strong",TRUE,FALSE
Sheep Gouda,sheep,United States,Pecorino,"semi-hard, artisan",High,"compact, crumbly, dense",natural,pale yellow,"caramel, nutty",nutty,FALSE,FALSE
Sheep Gouda,sheep,United States,Pecorino,"semi-hard, artisan",High,"compact, crumbly, dense",natural,pale yellow,"caramel, nutty","fruity, grassy",TRUE,FALSE
Crotonese,sheep,Italy,Pecorino,"semi-hard, artisan",High,compact,natural,pale yellow,"salty, savory, strong",spicy,FALSE,FALSE
Bad Axe,sheep,United States,Pecorino,"semi-hard, artisan",High,"creamy, firm, smooth",waxed,white,"creamy, smooth, tart",fresh,TRUE,FALSE
corra linn,sheep,Scotland,Pecorino,firm,High,crumbly,cloth wrapped,ivory,caramel,buttery,TRUE,FALSE
Pecorino Fiordaliso,sheep,Italy,Pecorino,"semi-hard, artisan",Medium,compact,natural,ivory,"smooth, subtle","aromatic, floral, pronounced",TRUE,FALSE
Azeitao,sheep,Portugal,Pecorino,"semi-soft, artisan",Medium,"creamy, supple",washed,pale yellow,"herbaceous, salty, sour","fresh, milky",TRUE,FALSE
Mastorazio,sheep,Italy,Pecorino,"hard, artisan",Medium,"compact, dense",natural,pale yellow,"herbaceous, nutty, sharp, spicy","herbal, milky",FALSE,FALSE
Pecorino al Pepe,sheep,Italy,Pecorino,"semi-soft, artisan",High,"compact, crumbly",natural,cream,"sharp, spicy, strong","pleasant, strong",TRUE,FALSE
Azeitao,sheep,Portugal,Pecorino,"semi-soft, artisan",Medium,"creamy, supple",washed,pale yellow,"herbaceous, salty, sour","grassy, mild, nutty",TRUE,FALSE
Pecorino Papavero,sheep,Italy,Pecorino,"hard, artisan",Medium,"crumbly, flaky",natural,straw,"floral, herbaceous, smooth","aromatic, floral, herbal",FALSE,FALSE
Pecorino nel fieno,sheep,Italy,Pecorino,"soft, artisan",Medium,soft,natural,pale yellow,sweet,strong,FALSE,FALSE
Classico Riserva,sheep,Italy,Pecorino,"hard, artisan",Medium,"chalky, compact, crumbly",natural,straw,full-flavored,"aromatic, strong",TRUE,FALSE
P'tit Basque,sheep,France,Pecorino,"semi-hard, artisan",High,"creamy, dry, smooth",natural,ivory,"earthy, mild, nutty, pungent, subtle, sweet","fresh, lactic, pleasant",TRUE,FALSE
Shepherdista Crush,sheep,United States,Pecorino,"firm, artisan",Medium,compact,natural,ivory,tangy,"grassy, woody",TRUE,FALSE
Pecorino in Walnut Leaves,sheep,Italy,Pecorino,"hard, artisan",High,"dense, firm",leaf wrapped,white,"buttery, herbaceous, nutty, sweet","earthy, herbal",FALSE,FALSE
corra linn,sheep,Scotland,Pecorino,firm,High,crumbly,cloth wrapped,ivory,caramel,buttery,TRUE,FALSE
Pecorino di Sogliano,sheep,Italy,Pecorino,"hard, artisan",Medium,"crumbly, grainy",washed,white,"earthy, meaty, strong","pungent, strong",FALSE,FALSE
Pecorino Mallo di Noce,sheep,Italy,Pecorino,"semi-hard, artisan",Medium,"crumbly, grainy",natural,white,"milky, nutty, subtle, sweet",nutty,FALSE,FALSE
Pecorino Barba Del Passatore,sheep,Italy,Pecorino,"semi-soft, artisan",High,"buttery, smooth, soft",natural,white,"buttery, smooth","pronounced, strong",FALSE,FALSE
Pecorino nel fieno,sheep,Italy,Pecorino,"soft, artisan",Medium,soft,natural,pale yellow,"salty, savory, tangy",rich,TRUE,FALSE
Canarejal,sheep,Spain,Pecorino,soft,Medium,"gooey, runny, smooth",waxed,pale yellow,"acidic, nutty, salty, smokey","fresh, milky",TRUE,FALSE
Pecorino Nero,sheep,Italy,Pecorino,"soft, artisan",Medium,"creamy, smooth",natural,ivory,"pungent, subtle","mild, milky",FALSE,FALSE
Pecorino Nero,sheep,Italy,Pecorino,"soft, artisan",Medium,"creamy, smooth",cloth wrapped,ivory,"pungent, subtle","mild, milky",TRUE,FALSE
Pecorino Dei Malatesta Sotto Cenere,sheep,Italy,Pecorino,"semi-soft, artisan",High,smooth,ash coated,white,"smooth, subtle, sweet","fresh, milky",FALSE,FALSE
Pecorino Nero,sheep,Italy,Pecorino,"soft, artisan",Medium,"creamy, smooth",plastic,ivory,"pungent, subtle","mild, milky",FALSE,FALSE
Pecorino di Vigna,sheep,Italy,Pecorino,"semi-soft, artisan",High,"smooth, soft",leaf wrapped,straw,"herbaceous, smooth","aromatic, herbal",TRUE,FALSE
Pecorino Gelsomino,sheep,Italy,Pecorino,"hard, artisan",High,"crumbly, flaky",natural,ivory,"creamy, milky","aromatic, floral",TRUE,FALSE
Pecorino Papavero,sheep,Italy,Pecorino,"hard, artisan",Medium,"crumbly, flaky",natural,straw,"floral, herbaceous, smooth","aromatic, floral, herbal",FALSE,FALSE
Bad Axe,sheep,United States,Pecorino,"semi-hard, artisan",High,"creamy, firm, smooth",waxed,white,"creamy, smooth, tart",fresh,TRUE,FALSE
Pecorino di Vigna,sheep,Italy,Pecorino,"semi-soft, artisan",High,"smooth, soft",leaf wrapped,straw,"herbaceous, smooth","aromatic, herbal",FALSE,FALSE
Berkswell,sheep,United Kingdom,Pecorino,hard,High,"chewy, firm",natural,pale yellow,"lemony, sweet",sweet,FALSE,FALSE
Classico Riserva,sheep,Italy,Pecorino,"hard, artisan",Medium,"chalky, compact, crumbly",natural,straw,full-flavored,"aromatic, strong",TRUE,FALSE
San Andreas,sheep,United States,Pecorino,"hard, artisan",Medium,"creamy, firm, open, smooth",natural,straw,"butterscotch, nutty, sweet","clean, mild, rich",TRUE,FALSE
Pecorino al Tartufo,sheep,Italy,Pecorino,"hard, artisan",High,firm,natural,cream,"sharp, spicy","grassy, nutty",FALSE,FALSE
Chura Kampo,yak,"China, Tibet",Pecorino,"hard, artisan",High,"dense, dry, firm",natural,pale yellow,"mild, savory, smokey",aromatic,TRUE,FALSE
Balfour,sheep,New Zealand,Pecorino,hard,Medium,"crumbly, flaky, grainy",natural,white,"nutty, sweet","fresh, mild",FALSE,FALSE
Pecorino nel fieno,sheep,Italy,Pecorino,"soft, artisan",Medium,soft,natural,pale yellow,"smokey , spicy",nutty,TRUE,FALSE
Calcagno,sheep,Italy,Pecorino,"hard, artisan",High,"firm, flaky, smooth",natural,pale yellow,"herbaceous, savory, sweet",herbal,FALSE,FALSE
Brin d'Amour,sheep,France,Pecorino,"semi-soft, artisan",Medium,"creamy, firm",leaf wrapped,white,"citrusy, mild",herbal,TRUE,FALSE
Pecorino Fiordaliso,sheep,Italy,Pecorino,"semi-hard, artisan",Medium,compact,natural,ivory,"smooth, subtle","aromatic, floral, pronounced",FALSE,FALSE
Azeitao,sheep,Portugal,Pecorino,"semi-soft, artisan",Medium,"creamy, supple",washed,pale yellow,"herbaceous, salty, sour","fermented, mild, nutty",TRUE,FALSE
Pecorino nel fieno,sheep,Italy,Pecorino,"soft, artisan",Medium,soft,natural,pale yellow,"buttery, mild",strong,TRUE,FALSE
Pepato,sheep,Italy,Pecorino,"semi-hard, artisan",Medium,"creamy, flaky",natural,straw,"salty, spicy",spicy,FALSE,FALSE
Pecorino Camomilla,sheep,Italy,Pecorino,"semi-soft, artisan",High,"creamy, smooth, soft",natural,white,"creamy, smooth","aromatic, floral",FALSE,FALSE
Brebis du Lavort,sheep,France,Pecorino,"semi-hard, artisan",High,"creamy, open",natural,ivory,"mild, nutty",earthy,FALSE,FALSE
Pecorino Dei Malatesta Sotto Cenere,sheep,Italy,Pecorino,"semi-soft, artisan",High,smooth,ash coated,white,"smooth, subtle, sweet","fresh, milky",FALSE,FALSE
Paški Sir (PDO),sheep,Croatia,Pecorino,"hard, artisan",Medium,"crumbly, flaky, grainy",natural,yellow,"salty, savory, tangy",pleasant,FALSE,FALSE
Pecorino,sheep,Italy,Pecorino,hard,High,creamy,natural,pale yellow,"salty, tangy",nutty,FALSE,FALSE
Pecorino di Talamello,sheep,Italy,Pecorino,hard,Medium,"compact, crumbly, grainy",washed,white,"earthy, meaty, strong","pungent, rich, strong",FALSE,FALSE
Balfour,sheep,New Zealand,Pecorino,hard,Medium,"crumbly, flaky, grainy",natural,blue,"nutty, sweet","aromatic, herbal",FALSE,FALSE
Azeitao,sheep,Portugal,Pecorino,"semi-soft, artisan",Medium,"creamy, supple",washed,pale yellow,"herbaceous, salty, sour",fresh,TRUE,FALSE
Bear Hill,sheep,United States,Pecorino,"semi-hard, smear-ripened",Medium,smooth,washed,pale yellow,"fruity, mild, milky, nutty, sweet","pungent, rich, strong",TRUE,FALSE
Pecorino Foglie Noci,sheep,Italy,Pecorino,"semi-hard, artisan",Medium,"crumbly, grainy",leaf wrapped,white,"earthy, milky, nutty, sweet","fresh, nutty",FALSE,FALSE
Balfour,sheep,New Zealand,Pecorino,hard,Medium,"crumbly, flaky, grainy",natural,pale yellow,"nutty, sweet","earthy, rich, smokey",FALSE,FALSE
Pecorino Foglie Noci,sheep,Italy,Pecorino,"semi-hard, artisan",Medium,"crumbly, grainy",leaf wrapped,white,"earthy, milky, nutty, sweet","fresh, nutty",FALSE,FALSE
Pecorino Ortica,sheep,Italy,Pecorino,"semi-soft, artisan",Medium,"compact, smooth, soft",leaf wrapped,straw,"herbaceous, piquant, savory, sharp","aromatic, strong",TRUE,FALSE
Chura Kampo,yak,"China, Tibet",Pecorino,"hard, artisan",High,"dense, dry, firm",natural,pale yellow,"buttery, sweet",aromatic,FALSE,FALSE
Pecorino Camomilla,sheep,Italy,Pecorino,"semi-soft, artisan",High,"creamy, smooth, soft",natural,white,"creamy, smooth","aromatic, floral",TRUE,FALSE
Paglierino,sheep,Italy,Pecorino,semi-hard,Medium,"compact, elastic",natural,pale yellow,"citrusy, spicy, sweet",grassy,FALSE,FALSE
Sbronzo,water buffalo,Italy,Pecorino,"semi-soft, artisan",Medium,"creamy, dense",natural,ivory,"buttery, creamy, fruity, sweet",fruity,FALSE,FALSE
Pecorino Nero,sheep,Italy,Pecorino,"soft, artisan",Medium,"creamy, smooth",mold ripened,ivory,"pungent, subtle","mild, milky",FALSE,FALSE
Calcagno,sheep,Italy,Pecorino,"hard, artisan",High,"firm, flaky, smooth",natural,pale yellow,"herbaceous, savory, sweet",herbal,FALSE,FALSE
Pecorino dei Monaci,sheep,Italy,Pecorino,"semi-soft, artisan",Medium,"creamy, smooth",natural,white,"milky, smooth, sweet","milky, sweet",TRUE,FALSE
Canarejal,sheep,Spain,Pecorino,soft,Medium,"gooey, runny, smooth",natural,pale yellow,"buttery, milky, smooth",strong,FALSE,FALSE
Primo Fresco,sheep,United States,Pecorino,"fresh soft, artisan",Medium,"creamy, fluffy, spreadable",natural,white,"salty, savory, subtle, tangy","fresh, mild",TRUE,FALSE
Pecorino Nero,sheep,Italy,Pecorino,"soft, artisan",Medium,"creamy, smooth",rindless,ivory,"pungent, subtle","mild, milky",TRUE,FALSE
Pecorino alla Canapa,sheep,Italy,Pecorino,"semi-soft, artisan",High,smooth,leaf wrapped,white,"herbaceous, smooth","aromatic, herbal",FALSE,FALSE
Pecorino Fiordaliso,sheep,Italy,Pecorino,"semi-hard, artisan",Medium,compact,natural,ivory,"smooth, subtle","aromatic, floral, pronounced",FALSE,FALSE
Crotonese,sheep,Italy,Pecorino,"semi-hard, artisan",High,compact,natural,pale yellow,"salty, savory, strong",spicy,FALSE,FALSE
Lanark White,sheep,Scotland,Pecorino,hard,High,"buttery, crumbly, flaky",natural,pale white,"grassy, milky, nutty, salty","grassy, milky, musty",TRUE,FALSE
Pecorino nel fieno,sheep,Italy,Pecorino,"soft, artisan",Medium,soft,natural,pale yellow,"creamy, nutty, smooth, sweet",earthy,FALSE,FALSE
Pecorino allo Zafferano,sheep,Italy,Pecorino,"semi-hard, artisan",High,"buttery, compact, smooth",natural,yellow,"creamy, floral, mild, sweet","aromatic, rich",FALSE,FALSE
Manchego,sheep,Spain,Pecorino,hard,Medium,"compact, firm",washed,pale yellow,"buttery, nutty",spicy,FALSE,FALSE
Canarejal,sheep,Spain,Pecorino,soft,Medium,"gooey, runny, smooth",bloomy,pale yellow,"buttery, sweet","aromatic, floral",TRUE,FALSE
Pecorino Con Caglio Vegetale,sheep,Italy,Pecorino,"semi-hard, artisan",Medium,"compact, creamy",natural,white,"bitter, subtle, vegetal","earthy, pleasant",TRUE,FALSE
Pecorino Pepato Mitica® Aged,sheep,Italy,Pecorino,"semi-firm, artisan",Medium,"creamy, flaky",natural,ivory,"spicy, tangy",spicy,FALSE,FALSE
Pepato,sheep,Italy,Pecorino,"semi-hard, artisan",Medium,"creamy, flaky",natural,straw,"salty, spicy",spicy,FALSE,FALSE
Brin d'Amour,sheep,France,Pecorino,"semi-soft, artisan",Medium,"creamy, firm",natural,white,"citrusy, mild",herbal,FALSE,FALSE
Ardi Gasna,sheep,France,Pecorino,"hard, artisan",High,"firm, supple",washed,pale yellow,"mild, nutty, sharp",fresh,FALSE,FALSE
Brebis du Lavort,sheep,France,Pecorino,"semi-hard, artisan",High,"creamy, open",natural,ivory,"mild, nutty",earthy,FALSE,FALSE
Pecorino Ortica,sheep,Italy,Pecorino,"semi-soft, artisan",Medium,"compact, smooth, soft",leaf wrapped,straw,"herbaceous, piquant, savory, sharp","aromatic, strong",TRUE,FALSE
Bufarolo,water buffalo,Italy,Pecorino,"fresh soft, artisan",High,"chalky, crumbly",rindless,white,"mild, milky, subtle","fresh, mild, milky, pleasant",FALSE,FALSE
Brebis du Lavort,sheep,France,Pecorino,"semi-hard, artisan",High,"creamy, open",natural,ivory,"mild, nutty",earthy,FALSE,FALSE
Paški Sir (PDO),sheep,Croatia,Pecorino,"hard, artisan",Medium,"crumbly, flaky, grainy",natural,yellow,"salty, savory, tangy",pleasant,TRUE,FALSE
Paški Sir (PDO),sheep,Croatia,Pecorino,"hard, artisan",Medium,"crumbly, flaky, grainy",natural,yellow,"salty, savory, tangy",pleasant,TRUE,FALSE
P'tit Basque,sheep,France,Pecorino,"semi-hard, artisan",High,"creamy, dry, smooth",natural,ivory,"earthy, mild, nutty, pungent, subtle, sweet","fresh, lactic, pleasant",TRUE,FALSE
Baserri,sheep,United States,Pecorino,"semi-hard, artisan",Medium,"creamy, crumbly",rindless,ivory,"milky, tangy","milky, nutty",FALSE,FALSE
Pecorino allo Zafferano,sheep,Italy,Pecorino,"semi-hard, artisan",High,"buttery, compact, smooth",natural,yellow,"creamy, floral, mild, sweet","aromatic, rich",FALSE,FALSE
Malvarosa®,sheep,Spain,Pecorino,"semi-firm, artisan",Medium,"firm, smooth",natural,straw,"buttery, sweet","fresh, rich",FALSE,FALSE
Berkswell,sheep,United Kingdom,Pecorino,hard,High,"chewy, firm",natural,pale yellow,"acidic, mild, milky, spicy",sweet,TRUE,FALSE
San Andreas,sheep,United States,Pecorino,"hard, artisan",Medium,"creamy, firm, open, smooth",natural,straw,"butterscotch, nutty, sweet","clean, mild, rich",TRUE,FALSE
Primo Fresco,sheep,United States,Pecorino,"fresh soft, artisan",Medium,"creamy, fluffy, spreadable",natural,white,"salty, savory, subtle, tangy","fresh, mild",TRUE,FALSE
Byaslag,yak,Mongolia,Pecorino,"fresh soft, artisan",Medium,firm,natural,pale yellow,"creamy, mild, salty",aromatic,TRUE,FALSE
Paglierino,sheep,Italy,Pecorino,semi-hard,Medium,"compact, elastic",natural,pale yellow,"citrusy, spicy, sweet",grassy,FALSE,FALSE
P'tit Basque,sheep,France,Pecorino,"semi-hard, artisan",High,"creamy, dry, smooth",natural,ivory,"earthy, mild, nutty, pungent, subtle, sweet","fresh, lactic, pleasant",FALSE,FALSE
Pecorino dei Monaci,sheep,Italy,Pecorino,"semi-soft, artisan",Medium,"creamy, smooth",natural,white,"milky, smooth, sweet","milky, sweet",FALSE,FALSE
Cratloe Hills,sheep,Ireland,Pecorino,"hard, artisan",High,"firm, grainy, open",plastic,pale yellow,"mild, nutty, strong, sweet","aromatic, fresh, herbal",TRUE,FALSE
Pecorino Nero,sheep,Italy,Pecorino,"soft, artisan",Medium,"creamy, smooth",natural,ivory,"pungent, subtle","mild, milky",TRUE,FALSE
Pecorino a Latte Crudo,sheep,Italy,Pecorino,"semi-hard, artisan",Medium,"compact, crumbly",natural,straw,"piquant, savory, sharp, smooth",strong,TRUE,FALSE
Pecorino Camomilla,sheep,Italy,Pecorino,"semi-soft, artisan",High,"creamy, smooth, soft",natural,white,"creamy, smooth","aromatic, floral",FALSE,FALSE
Paški Sir (PDO),sheep,Croatia,Pecorino,"hard, artisan",Medium,"crumbly, flaky, grainy",natural,yellow,"salty, savory, tangy",pleasant,TRUE,FALSE
Pecorino Pepato Mitica® Aged,sheep,Italy,Pecorino,"semi-firm, artisan",Medium,"creamy, flaky",natural,ivory,"spicy, tangy",spicy,FALSE,FALSE
Pecorino Dei Malatesta Sotto Cenere,sheep,Italy,Pecorino,"semi-soft, artisan",High,smooth,ash coated,white,"smooth, subtle, sweet","fresh, milky",FALSE,FALSE
Bad Axe,sheep,United States,Pecorino,"semi-hard, artisan",High,"creamy, firm, smooth",waxed,white,"creamy, smooth, tart",fresh,TRUE,FALSE
